seed_idx,seed_alpha0_dec,seed_beta0_dec,seed_alpha0_hex,seed_beta0_hex,alpha0,beta0,alphaR,betaR,alpha0_hex,beta0_hex,alphaR_hex,betaR_hex,cw_total
64,667,9195,0x29b,0x23eb,,,,,,,,,inf
95,15575,1683,0x3cd7,0x693,,,,,,,,,inf
94,28173,14364,0x6e0d,0x381c,,,,,,,,,inf
93,14385,30897,0x3831,0x78b1,,,,,,,,,inf
92,22558,20046,0x581e,0x4e4e,,,,,,,,,inf
91,40985,61857,0xa019,0xf1a1,,,,,,,,,inf
90,11500,788,0x2cec,0x314,,,,,,,,,inf
89,26566,2138,0x67c6,0x85a,,,,,,,,,inf
88,36646,63013,0x8f26,0xf625,,,,,,,,,inf
87,64961,6927,0xfdc1,0x1b0f,,,,,,,,,inf
86,9823,58768,0x265f,0xe590,,,,,,,,,inf
85,51572,27776,0xc974,0x6c80,,,,,,,,,inf
84,35348,27919,0x8a14,0x6d0f,,,,,,,,,inf
83,58358,47213,0xe3f6,0xb86d,,,,,,,,,inf
82,42644,53619,0xa694,0xd173,,,,,,,,,inf
81,30549,56701,0x7755,0xdd7d,,,,,,,,,inf
80,13376,62875,0x3440,0xf59b,,,,,,,,,inf
111,44407,1636,0xad77,0x664,,,,,,,,,inf
110,33196,33618,0x81ac,0x8352,,,,,,,,,inf
109,44148,3616,0xac74,0xe20,,,,,,,,,inf
108,20403,17052,0x4fb3,0x429c,,,,,,,,,inf
107,33816,4952,0x8418,0x1358,,,,,,,,,inf
106,19974,60448,0x4e06,0xec20,,,,,,,,,inf
105,59951,34104,0xea2f,0x8538,,,,,,,,,inf
104,21551,29528,0x542f,0x7358,,,,,,,,,inf
103,6754,16218,0x1a62,0x3f5a,,,,,,,,,inf
102,35973,2934,0x8c85,0xb76,,,,,,,,,inf
101,30188,31403,0x75ec,0x7aab,,,,,,,,,inf
100,46045,2668,0xb3dd,0xa6c,,,,,,,,,inf
99,40081,8295,0x9c91,0x2067,,,,,,,,,inf
98,16350,15643,0x3fde,0x3d1b,,,,,,,,,inf
97,914,345,0x392,0x159,,,,,,,,,inf
96,56839,50118,0xde07,0xc3c6,,,,,,,,,inf
127,62393,36159,0xf3b9,0x8d3f,,,,,,,,,inf
126,19047,15408,0x4a67,0x3c30,,,,,,,,,inf
125,34657,30950,0x8761,0x78e6,,,,,,,,,inf
124,50425,58535,0xc4f9,0xe4a7,,,,,,,,,inf
123,31022,20370,0x792e,0x4f92,,,,,,,,,inf
122,34298,1302,0x85fa,0x516,,,,,,,,,inf
121,55042,64862,0xd702,0xfd5e,,,,,,,,,inf
120,18391,26015,0x47d7,0x659f,,,,,,,,,inf
119,7038,62162,0x1b7e,0xf2d2,,,,,,,,,inf
118,16767,22630,0x417f,0x5866,,,,,,,,,inf
117,64213,27361,0xfad5,0x6ae1,,,,,,,,,inf
116,56225,61032,0xdba1,0xee68,,,,,,,,,inf
115,14044,57531,0x36dc,0xe0bb,,,,,,,,,inf
114,47719,6274,0xba67,0x1882,,,,,,,,,inf
113,16681,29593,0x4129,0x7399,,,,,,,,,inf
112,38562,31503,0x96a2,0x7b0f,,,,,,,,,inf
143,46450,24849,0xb572,0x6111,,,,,,,,,inf
142,46222,2868,0xb48e,0xb34,,,,,,,,,inf
141,11472,35669,0x2cd0,0x8b55,,,,,,,,,inf
140,1628,23093,0x65c,0x5a35,,,,,,,,,inf
139,33782,28690,0x83f6,0x7012,,,,,,,,,inf
138,35307,16418,0x89eb,0x4022,,,,,,,,,inf
137,60960,34169,0xee20,0x8579,,,,,,,,,inf
136,22055,23003,0x5627,0x59db,,,,,,,,,inf
135,1743,41407,0x6cf,0xa1bf,,,,,,,,,inf
134,454,48832,0x1c6,0xbec0,,,,,,,,,inf
133,52257,42590,0xcc21,0xa65e,,,,,,,,,inf
132,63680,48211,0xf8c0,0xbc53,,,,,,,,,inf
131,64317,30358,0xfb3d,0x7696,,,,,,,,,inf
130,31682,14615,0x7bc2,0x3917,,,,,,,,,inf
129,62139,47767,0xf2bb,0xba97,,,,,,,,,inf
128,27718,39129,0x6c46,0x98d9,,,,,,,,,inf
159,45394,48847,0xb152,0xbecf,,,,,,,,,inf
158,3719,32031,0xe87,0x7d1f,,,,,,,,,inf
157,37871,26120,0x93ef,0x6608,,,,,,,,,inf
156,10377,2112,0x2889,0x840,,,,,,,,,inf
155,20250,7034,0x4f1a,0x1b7a,,,,,,,,,inf
154,41279,6040,0xa13f,0x1798,,,,,,,,,inf
153,14299,54294,0x37db,0xd416,,,,,,,,,inf
152,27678,7871,0x6c1e,0x1ebf,,,,,,,,,inf
151,60208,23667,0xeb30,0x5c73,,,,,,,,,inf
150,50017,14627,0xc361,0x3923,,,,,,,,,inf
149,29024,41782,0x7160,0xa336,,,,,,,,,inf
148,55010,61942,0xd6e2,0xf1f6,,,,,,,,,inf
147,21414,26837,0x53a6,0x68d5,,,,,,,,,inf
146,28487,62241,0x6f47,0xf321,,,,,,,,,inf
145,44113,41645,0xac51,0xa2ad,,,,,,,,,inf
144,15019,21641,0x3aab,0x5489,,,,,,,,,inf
175,38864,52772,0x97d0,0xce24,,,,,,,,,inf
174,11496,48165,0x2ce8,0xbc25,,,,,,,,,inf
173,44731,50720,0xaebb,0xc620,,,,,,,,,inf
172,6322,43903,0x18b2,0xab7f,,,,,,,,,inf
171,53704,8692,0xd1c8,0x21f4,,,,,,,,,inf
170,64781,19163,0xfd0d,0x4adb,,,,,,,,,inf
169,22039,18367,0x5617,0x47bf,,,,,,,,,inf
168,54802,59058,0xd612,0xe6b2,,,,,,,,,inf
167,43314,35998,0xa932,0x8c9e,,,,,,,,,inf
166,65446,51179,0xffa6,0xc7eb,,,,,,,,,inf
165,5351,55334,0x14e7,0xd826,,,,,,,,,inf
164,16624,2612,0x40f0,0xa34,,,,,,,,,inf
163,60442,4288,0xec1a,0x10c0,,,,,,,,,inf
162,1094,50994,0x446,0xc732,,,,,,,,,inf
161,49107,55498,0xbfd3,0xd8ca,,,,,,,,,inf
160,27337,25154,0x6ac9,0x6242,,,,,,,,,inf
191,22905,32262,0x5979,0x7e06,,,,,,,,,inf
190,49611,64899,0xc1cb,0xfd83,,,,,,,,,inf
189,52698,40687,0xcdda,0x9eef,,,,,,,,,inf
188,14405,20836,0x3845,0x5164,,,,,,,,,inf
187,44243,45985,0xacd3,0xb3a1,,,,,,,,,inf
186,23909,63150,0x5d65,0xf6ae,,,,,,,,,inf
185,35221,37351,0x8995,0x91e7,,,,,,,,,inf
184,14317,12585,0x37ed,0x3129,,,,,,,,,inf
183,6882,13770,0x1ae2,0x35ca,,,,,,,,,inf
182,61101,27982,0xeead,0x6d4e,,,,,,,,,inf
181,41423,58792,0xa1cf,0xe5a8,,,,,,,,,inf
180,4297,19719,0x10c9,0x4d07,,,,,,,,,inf
179,50065,16093,0xc391,0x3edd,,,,,,,,,inf
178,10086,22059,0x2766,0x562b,,,,,,,,,inf
177,55963,19374,0xda9b,0x4bae,,,,,,,,,inf
176,36193,7046,0x8d61,0x1b86,,,,,,,,,inf
207,49129,56075,0xbfe9,0xdb0b,,,,,,,,,inf
206,16336,25216,0x3fd0,0x6280,,,,,,,,,inf
205,37049,42769,0x90b9,0xa711,,,,,,,,,inf
204,4578,6707,0x11e2,0x1a33,,,,,,,,,inf
203,62934,38241,0xf5d6,0x9561,,,,,,,,,inf
202,31185,29069,0x79d1,0x718d,,,,,,,,,inf
201,35659,62760,0x8b4b,0xf528,,,,,,,,,inf
200,22326,35189,0x5736,0x8975,,,,,,,,,inf
199,40372,63871,0x9db4,0xf97f,,,,,,,,,inf
198,21499,19038,0x53fb,0x4a5e,,,,,,,,,inf
197,37162,20919,0x912a,0x51b7,,,,,,,,,inf
196,22264,30136,0x56f8,0x75b8,,,,,,,,,inf
195,45121,58462,0xb041,0xe45e,,,,,,,,,inf
194,53433,27577,0xd0b9,0x6bb9,,,,,,,,,inf
193,2253,36156,0x8cd,0x8d3c,,,,,,,,,inf
192,3457,50054,0xd81,0xc386,,,,,,,,,inf
223,763,38013,0x2fb,0x947d,,,,,,,,,inf
222,43122,8183,0xa872,0x1ff7,,,,,,,,,inf
221,24014,39298,0x5dce,0x9982,,,,,,,,,inf
220,25918,5585,0x653e,0x15d1,,,,,,,,,inf
219,45491,59371,0xb1b3,0xe7eb,,,,,,,,,inf
218,58346,27619,0xe3ea,0x6be3,,,,,,,,,inf
217,27093,6303,0x69d5,0x189f,,,,,,,,,inf
216,17428,61572,0x4414,0xf084,,,,,,,,,inf
215,8143,17863,0x1fcf,0x45c7,,,,,,,,,inf
214,52810,51522,0xce4a,0xc942,,,,,,,,,inf
213,24904,6121,0x6148,0x17e9,,,,,,,,,inf
212,44844,7066,0xaf2c,0x1b9a,,,,,,,,,inf
211,58770,51073,0xe592,0xc781,,,,,,,,,inf
210,21974,44010,0x55d6,0xabea,,,,,,,,,inf
209,6862,14304,0x1ace,0x37e0,,,,,,,,,inf
208,61725,31551,0xf11d,0x7b3f,,,,,,,,,inf
239,11331,56320,0x2c43,0xdc00,,,,,,,,,inf
238,47162,13901,0xb83a,0x364d,,,,,,,,,inf
237,57421,52740,0xe04d,0xce04,,,,,,,,,inf
236,28793,34052,0x7079,0x8504,,,,,,,,,inf
235,52634,25495,0xcd9a,0x6397,,,,,,,,,inf
234,51748,22214,0xca24,0x56c6,,,,,,,,,inf
233,48009,64792,0xbb89,0xfd18,,,,,,,,,inf
232,40259,18611,0x9d43,0x48b3,,,,,,,,,inf
231,23649,44109,0x5c61,0xac4d,,,,,,,,,inf
230,48740,43305,0xbe64,0xa929,,,,,,,,,inf
229,8912,30597,0x22d0,0x7785,,,,,,,,,inf
228,64230,13160,0xfae6,0x3368,,,,,,,,,inf
227,61880,1936,0xf1b8,0x790,,,,,,,,,inf
226,38718,21888,0x973e,0x5580,,,,,,,,,inf
225,6195,41918,0x1833,0xa3be,,,,,,,,,inf
224,27464,47771,0x6b48,0xba9b,,,,,,,,,inf
255,11173,44104,0x2ba5,0xac48,,,,,,,,,inf
254,4349,693,0x10fd,0x2b5,,,,,,,,,inf
253,50034,6255,0xc372,0x186f,,,,,,,,,inf
252,11761,18919,0x2df1,0x49e7,,,,,,,,,inf
251,18968,12094,0x4a18,0x2f3e,,,,,,,,,inf
250,55864,63348,0xda38,0xf774,,,,,,,,,inf
249,2659,31048,0xa63,0x7948,,,,,,,,,inf
248,34785,17198,0x87e1,0x432e,,,,,,,,,inf
247,42727,30496,0xa6e7,0x7720,,,,,,,,,inf
246,65504,2887,0xffe0,0xb47,,,,,,,,,inf
245,37610,51095,0x92ea,0xc797,,,,,,,,,inf
244,37121,15999,0x9101,0x3e7f,,,,,,,,,inf
243,46637,11421,0xb62d,0x2c9d,,,,,,,,,inf
242,49957,21213,0xc325,0x52dd,,,,,,,,,inf
241,30103,57851,0x7597,0xe1fb,,,,,,,,,inf
240,26135,9056,0x6617,0x2360,,,,,,,,,inf
271,49780,46638,0xc274,0xb62e,,,,,,,,,inf
270,36344,26974,0x8df8,0x695e,,,,,,,,,inf
269,20033,44702,0x4e41,0xae9e,,,,,,,,,inf
268,59081,38065,0xe6c9,0x94b1,,,,,,,,,inf
267,33294,59031,0x820e,0xe697,,,,,,,,,inf
266,32874,46956,0x806a,0xb76c,,,,,,,,,inf
265,24858,10544,0x611a,0x2930,,,,,,,,,inf
264,32749,52748,0x7fed,0xce0c,,,,,,,,,inf
263,32588,52249,0x7f4c,0xcc19,,,,,,,,,inf
262,11280,53159,0x2c10,0xcfa7,,,,,,,,,inf
261,21286,23280,0x5326,0x5af0,,,,,,,,,inf
260,28870,50120,0x70c6,0xc3c8,,,,,,,,,inf
259,6379,48528,0x18eb,0xbd90,,,,,,,,,inf
258,32332,40321,0x7e4c,0x9d81,,,,,,,,,inf
257,36405,7252,0x8e35,0x1c54,,,,,,,,,inf
256,4322,60155,0x10e2,0xeafb,,,,,,,,,inf
287,395,56096,0x18b,0xdb20,,,,,,,,,inf
286,60153,39209,0xeaf9,0x9929,,,,,,,,,inf
285,54675,64963,0xd593,0xfdc3,,,,,,,,,inf
284,58482,40960,0xe472,0xa000,,,,,,,,,inf
283,6782,8206,0x1a7e,0x200e,,,,,,,,,inf
282,27642,26750,0x6bfa,0x687e,,,,,,,,,inf
281,36865,61323,0x9001,0xef8b,,,,,,,,,inf
280,24730,57869,0x609a,0xe20d,,,,,,,,,inf
279,35745,52422,0x8ba1,0xccc6,,,,,,,,,inf
278,3510,3774,0xdb6,0xebe,,,,,,,,,inf
277,36353,50635,0x8e01,0xc5cb,,,,,,,,,inf
276,64234,35451,0xfaea,0x8a7b,,,,,,,,,inf
275,39199,35848,0x991f,0x8c08,,,,,,,,,inf
274,40137,16640,0x9cc9,0x4100,,,,,,,,,inf
273,20313,40782,0x4f59,0x9f4e,,,,,,,,,inf
272,62349,43639,0xf38d,0xaa77,,,,,,,,,inf
303,15363,3645,0x3c03,0xe3d,,,,,,,,,inf
302,19226,22508,0x4b1a,0x57ec,,,,,,,,,inf
301,33726,30688,0x83be,0x77e0,,,,,,,,,inf
300,53935,56154,0xd2af,0xdb5a,,,,,,,,,inf
299,23237,51286,0x5ac5,0xc856,,,,,,,,,inf
298,53128,57155,0xcf88,0xdf43,,,,,,,,,inf
297,32635,21355,0x7f7b,0x536b,,,,,,,,,inf
296,5078,28730,0x13d6,0x703a,,,,,,,,,inf
295,1036,20006,0x40c,0x4e26,,,,,,,,,inf
294,35496,39280,0x8aa8,0x9970,,,,,,,,,inf
293,38070,17551,0x94b6,0x448f,,,,,,,,,inf
292,34393,7800,0x8659,0x1e78,,,,,,,,,inf
291,35169,32434,0x8961,0x7eb2,,,,,,,,,inf
290,54968,60087,0xd6b8,0xeab7,,,,,,,,,inf
289,7739,62508,0x1e3b,0xf42c,,,,,,,,,inf
288,61650,39791,0xf0d2,0x9b6f,,,,,,,,,inf
319,20453,29972,0x4fe5,0x7514,,,,,,,,,inf
318,23742,37251,0x5cbe,0x9183,,,,,,,,,inf
317,4103,59558,0x1007,0xe8a6,,,,,,,,,inf
316,50721,64323,0xc621,0xfb43,,,,,,,,,inf
315,30292,29384,0x7654,0x72c8,,,,,,,,,inf
314,26030,5128,0x65ae,0x1408,,,,,,,,,inf
313,13701,62561,0x3585,0xf461,,,,,,,,,inf
312,45700,43538,0xb284,0xaa12,,,,,,,,,inf
311,36427,19518,0x8e4b,0x4c3e,,,,,,,,,inf
310,62877,2364,0xf59d,0x93c,,,,,,,,,inf
309,59015,53051,0xe687,0xcf3b,,,,,,,,,inf
308,49796,23244,0xc284,0x5acc,,,,,,,,,inf
307,56390,31857,0xdc46,0x7c71,,,,,,,,,inf
306,55392,64272,0xd860,0xfb10,,,,,,,,,inf
305,9449,17943,0x24e9,0x4617,,,,,,,,,inf
304,15096,63150,0x3af8,0xf6ae,,,,,,,,,inf
335,49880,32935,0xc2d8,0x80a7,,,,,,,,,inf
334,33696,4766,0x83a0,0x129e,,,,,,,,,inf
333,11033,17737,0x2b19,0x4549,,,,,,,,,inf
332,51375,26384,0xc8af,0x6710,,,,,,,,,inf
331,11999,23919,0x2edf,0x5d6f,,,,,,,,,inf
330,23459,52963,0x5ba3,0xcee3,,,,,,,,,inf
329,24204,43785,0x5e8c,0xab09,,,,,,,,,inf
328,55369,40583,0xd849,0x9e87,,,,,,,,,inf
327,25307,48488,0x62db,0xbd68,,,,,,,,,inf
326,20541,31182,0x503d,0x79ce,,,,,,,,,inf
325,4481,1230,0x1181,0x4ce,,,,,,,,,inf
324,33473,18501,0x82c1,0x4845,,,,,,,,,inf
323,11937,13163,0x2ea1,0x336b,,,,,,,,,inf
322,43074,64391,0xa842,0xfb87,,,,,,,,,inf
321,55810,50125,0xda02,0xc3cd,,,,,,,,,inf
320,39597,56114,0x9aad,0xdb32,,,,,,,,,inf
351,31991,56380,0x7cf7,0xdc3c,,,,,,,,,inf
350,29422,41475,0x72ee,0xa203,,,,,,,,,inf
349,22634,36465,0x586a,0x8e71,,,,,,,,,inf
348,5954,52009,0x1742,0xcb29,,,,,,,,,inf
347,58421,30807,0xe435,0x7857,,,,,,,,,inf
346,14487,58260,0x3897,0xe394,,,,,,,,,inf
345,37006,64643,0x908e,0xfc83,,,,,,,,,inf
344,26355,19552,0x66f3,0x4c60,,,,,,,,,inf
343,23436,40380,0x5b8c,0x9dbc,,,,,,,,,inf
342,13347,29947,0x3423,0x74fb,,,,,,,,,inf
341,18244,36616,0x4744,0x8f08,,,,,,,,,inf
339,24845,46368,0x610d,0xb520,,,,,,,,,inf
338,30032,48941,0x7550,0xbf2d,,,,,,,,,inf
337,37795,59304,0x93a3,0xe7a8,,,,,,,,,inf
336,31572,27706,0x7b54,0x6c3a,,,,,,,,,inf
367,37098,61914,0x90ea,0xf1da,,,,,,,,,inf
366,17878,53161,0x45d6,0xcfa9,,,,,,,,,inf
365,10054,6081,0x2746,0x17c1,,,,,,,,,inf
364,26993,20145,0x6971,0x4eb1,,,,,,,,,inf
363,6345,63753,0x18c9,0xf909,,,,,,,,,inf
362,47901,16721,0xbb1d,0x4151,,,,,,,,,inf
361,64023,26560,0xfa17,0x67c0,,,,,,,,,inf
360,13550,22245,0x34ee,0x56e5,,,,,,,,,inf
359,31798,59068,0x7c36,0xe6bc,,,,,,,,,inf
358,41284,42752,0xa144,0xa700,,,,,,,,,inf
357,16590,62257,0x40ce,0xf331,,,,,,,,,inf
356,18246,1444,0x4746,0x5a4,,,,,,,,,inf
355,14544,41042,0x38d0,0xa052,,,,,,,,,inf
354,36745,49121,0x8f89,0xbfe1,,,,,,,,,inf
353,40746,37539,0x9f2a,0x92a3,,,,,,,,,inf
352,16510,20035,0x407e,0x4e43,,,,,,,,,inf
383,5008,23346,0x1390,0x5b32,,,,,,,,,inf
382,32380,16298,0x7e7c,0x3faa,,,,,,,,,inf
381,41471,3825,0xa1ff,0xef1,,,,,,,,,inf
380,59482,13287,0xe85a,0x33e7,,,,,,,,,inf
379,47881,54059,0xbb09,0xd32b,,,,,,,,,inf
378,38337,43746,0x95c1,0xaae2,,,,,,,,,inf
377,48370,43843,0xbcf2,0xab43,,,,,,,,,inf
376,23133,17633,0x5a5d,0x44e1,,,,,,,,,inf
375,50604,64191,0xc5ac,0xfabf,,,,,,,,,inf
374,46844,56714,0xb6fc,0xdd8a,,,,,,,,,inf
373,42131,41797,0xa493,0xa345,,,,,,,,,inf
372,27473,25591,0x6b51,0x63f7,,,,,,,,,inf
371,40907,30603,0x9fcb,0x778b,,,,,,,,,inf
370,47509,62448,0xb995,0xf3f0,,,,,,,,,inf
369,32535,41758,0x7f17,0xa31e,,,,,,,,,inf
368,60971,52758,0xee2b,0xce16,,,,,,,,,inf
399,5232,17247,0x1470,0x435f,,,,,,,,,inf
398,8213,23665,0x2015,0x5c71,,,,,,,,,inf
397,31291,52727,0x7a3b,0xcdf7,,,,,,,,,inf
396,17715,29678,0x4533,0x73ee,,,,,,,,,inf
395,37326,16603,0x91ce,0x40db,,,,,,,,,inf
394,38304,22847,0x95a0,0x593f,,,,,,,,,inf
393,62335,40602,0xf37f,0x9e9a,,,,,,,,,inf
392,19299,30839,0x4b63,0x7877,,,,,,,,,inf
391,31952,28220,0x7cd0,0x6e3c,,,,,,,,,inf
390,47897,47639,0xbb19,0xba17,,,,,,,,,inf
389,28745,2628,0x7049,0xa44,,,,,,,,,inf
388,64874,64187,0xfd6a,0xfabb,,,,,,,,,inf
387,22446,17569,0x57ae,0x44a1,,,,,,,,,inf
386,31094,44224,0x7976,0xacc0,,,,,,,,,inf
385,54070,37666,0xd336,0x9322,,,,,,,,,inf
384,56543,20222,0xdcdf,0x4efe,,,,,,,,,inf
415,16883,24408,0x41f3,0x5f58,,,,,,,,,inf
414,59461,1504,0xe845,0x5e0,,,,,,,,,inf
413,3210,21508,0xc8a,0x5404,,,,,,,,,inf
412,25401,54884,0x6339,0xd664,,,,,,,,,inf
411,24325,31770,0x5f05,0x7c1a,,,,,,,,,inf
410,26251,23027,0x668b,0x59f3,,,,,,,,,inf
409,14492,26747,0x389c,0x687b,,,,,,,,,inf
408,48134,8423,0xbc06,0x20e7,,,,,,,,,inf
407,63010,9265,0xf622,0x2431,,,,,,,,,inf
406,27788,33658,0x6c8c,0x837a,,,,,,,,,inf
405,34789,58404,0x87e5,0xe424,,,,,,,,,inf
404,10035,6252,0x2733,0x186c,,,,,,,,,inf
403,61882,31731,0xf1ba,0x7bf3,,,,,,,,,inf
402,30062,47847,0x756e,0xbae7,,,,,,,,,inf
401,60994,44311,0xee42,0xad17,,,,,,,,,inf
400,5231,46226,0x146f,0xb492,,,,,,,,,inf
431,50184,56306,0xc408,0xdbf2,,,,,,,,,inf
430,10546,30993,0x2932,0x7911,,,,,,,,,inf
429,5394,63767,0x1512,0xf917,,,,,,,,,inf
428,7859,53986,0x1eb3,0xd2e2,,,,,,,,,inf
427,55313,1714,0xd811,0x6b2,,,,,,,,,inf
426,49068,48442,0xbfac,0xbd3a,,,,,,,,,inf
425,10108,27002,0x277c,0x697a,,,,,,,,,inf
424,29166,62837,0x71ee,0xf575,,,,,,,,,inf
423,27891,58563,0x6cf3,0xe4c3,,,,,,,,,inf
422,31343,27501,0x7a6f,0x6b6d,,,,,,,,,inf
421,64609,1609,0xfc61,0x649,,,,,,,,,inf
420,28609,1022,0x6fc1,0x3fe,,,,,,,,,inf
419,52670,15199,0xcdbe,0x3b5f,,,,,,,,,inf
418,53460,55751,0xd0d4,0xd9c7,,,,,,,,,inf
417,27175,2663,0x6a27,0xa67,,,,,,,,,inf
416,61875,54879,0xf1b3,0xd65f,,,,,,,,,inf
447,1401,9389,0x579,0x24ad,,,,,,,,,inf
446,9144,41690,0x23b8,0xa2da,,,,,,,,,inf
445,42785,42401,0xa721,0xa5a1,,,,,,,,,inf
444,13522,55636,0x34d2,0xd954,,,,,,,,,inf
443,51628,20955,0xc9ac,0x51db,,,,,,,,,inf
442,22754,12178,0x58e2,0x2f92,,,,,,,,,inf
